ctt,eid,rdt,ttl,ift,ser,at,anm,acd,cod,mag,maxi,int,json,en_ttl,en_anm
20230519134605,20230519115704,2023-05-19T13:46:00+09:00,遠地地震に関する情報,発表,2,2023-05-19T11:57:00+09:00,南太平洋,950,-23.2+170.7/,7.7,,[],20230519134605_20230519115704_VXSE5e_2.json,Distant Earthquake Information,South Pacific Ocean
20230519133118,20230519132815,2023-05-19T13:31:00+09:00,震源・震度情報,発表,1,2023-05-19T13:28:00+09:00,トカラ列島近海,798,+29.9+130.1-10000/,2.1,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230519133118_20230519132815_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230519123001,20230519115704,2023-05-19T12:30:00+09:00,遠地地震に関する情報,発表,1,2023-05-19T11:57:00+09:00,南太平洋,950,-23.2+170.7/,7.7,,[],20230519123001_20230519115704_VXSE5e_1.json,Distant Earthquake Information,South Pacific Ocean
20230519070017,20230519065636,2023-05-19T07:00:00+09:00,震源・震度情報,発表,1,2023-05-19T06:56:00+09:00,豊後水道,681,+33.2+132.2-50000/,4.4,4,"[{'code': '38', 'maxi': '4', 'city': [{'code': '3844200', 'maxi': '4'}, {'code': '3820300', 'maxi': '3'}, {'code': '3820400', 'maxi': '3'}, {'code': '3821400', 'maxi': '3'}, {'code': '3842200', 'maxi': '3'}, {'code': '3820700', 'maxi': '2'}, {'code': '3848400', 'maxi': '2'}, {'code': '3848800', 'maxi': '2'}, {'code': '3850600', 'maxi': '2'}, {'code': '3820600', 'maxi': '2'}, {'code': '3835600', 'maxi': '2'}, {'code': '3820200', 'maxi': '1'}, {'code': '3821000', 'maxi': '2'}, {'code': '3838600', 'maxi': '2'}, {'code': '3840200', 'maxi': '2'}, {'code': '3820100', 'maxi': '1'}, {'code': '3821500', 'maxi': '1'}, {'code': '3840100', 'maxi': '1'}]}, {'code': '39', 'maxi': '3', 'city': [{'code': '3920800', 'maxi': '3'}, {'code': '3920900', 'maxi': '1'}, {'code': '3921000', 'maxi': '1'}, {'code': '3940500', 'maxi': '1'}, {'code': '3941200', 'maxi': '1'}, {'code': '3942400', 'maxi': '1'}, {'code': '3920100', 'maxi': '1'}, {'code': '3920600', 'maxi': '1'}, {'code': '3921100', 'maxi': '1'}, {'code': '3938700', 'maxi': '1'}]}, {'code': '43', 'maxi': '3', 'city': [{'code': '4342500', 'maxi': '3'}, {'code': '4321400', 'maxi': '2'}, {'code': '4342800', 'maxi': '2'}, {'code': '4343300', 'maxi': '1'}, {'code': '4321000', 'maxi': '1'}, {'code': '4344700', 'maxi': '1'}]}, {'code': '44', 'maxi': '3', 'city': [{'code': '4421400', 'maxi': '3'}, {'code': '4421100', 'maxi': '2'}, {'code': '4432200', 'maxi': '2'}, {'code': '4420300', 'maxi': '1'}, {'code': '4420900', 'maxi': '1'}, {'code': '4420600', 'maxi': '3'}, {'code': '4420100', 'maxi': '2'}, {'code': '4420200', 'maxi': '2'}, {'code': '4420700', 'maxi': '2'}, {'code': '4421000', 'maxi': '2'}, {'code': '4421300', 'maxi': '1'}, {'code': '4434100', 'maxi': '1'}, {'code': '4421200', 'maxi': '3'}, {'code': '4420500', 'maxi': '2'}, {'code': '4420800', 'maxi': '2'}, {'code': '4446100', 'maxi': '1'}]}, {'code': '35', 'maxi': '2', 'city': [{'code': '3521200', 'maxi': '2'}, {'code': '3530500', 'maxi': '2'}, {'code': '3534400', 'maxi': '2'}, {'code': '3520800', 'maxi': '1'}, {'code': '3521000', 'maxi': '1'}, {'code': '3534100', 'maxi': '1'}, {'code': '3534300', 'maxi': '1'}, {'code': '3520300', 'maxi': '2'}, {'code': '3520600', 'maxi': '2'}, {'code': '3520700', 'maxi': '1'}, {'code': '3521500', 'maxi': '1'}, {'code': '3520100', 'maxi': '1'}, {'code': '3520200', 'maxi': '1'}, {'code': '3521600', 'maxi': '1'}]}, {'code': '45', 'maxi': '2', 'city': [{'code': '4520300', 'maxi': '2'}, {'code': '4520800', 'maxi': '1'}, {'code': '4540600', 'maxi': '1'}, {'code': '4544100', 'maxi': '2'}, {'code': '4543100', 'maxi': '1'}, {'code': '4544300', 'maxi': '1'}]}, {'code': '32', 'maxi': '1', 'city': [{'code': '3220400', 'maxi': '1'}]}, {'code': '33', 'maxi': '1', 'city': [{'code': '3320400', 'maxi': '1'}]}, {'code': '34', 'maxi': '1', 'city': [{'code': '3421400', 'maxi': '1'}, {'code': '3420400', 'maxi': '1'}, {'code': '3420500', 'maxi': '1'}, {'code': '3420700', 'maxi': '1'}, {'code': '3410100', 'maxi': '1'}, {'code': '3410400', 'maxi': '1'}, {'code': '3410600', 'maxi': '1'}, {'code': '3410700', 'maxi': '1'}, {'code': '3420200', 'maxi': '1'}, {'code': '3420300', 'maxi': '1'}, {'code': '3421100', 'maxi': '1'}, {'code': '3421200', 'maxi': '1'}, {'code': '3421300', 'maxi': '1'}, {'code': '3421500', 'maxi': '1'}, {'code': '3430200', 'maxi': '1'}, {'code': '3430400', 'maxi': '1'}, {'code': '3443100', 'maxi': '1'}]}, {'code': '37', 'maxi': '1', 'city': [{'code': '3720100', 'maxi': '1'}, {'code': '3720500', 'maxi': '1'}]}, {'code': '40', 'maxi': '1', 'city': [{'code': '4021300', 'maxi': '1'}, {'code': '4021400', 'maxi': '1'}, {'code': '4062500', 'maxi': '1'}]}]",20230519070017_20230519065636_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Bungosuido Strait
20230519065916,20230519065636,2023-05-19T06:59:00+09:00,震源に関する情報,発表,0,2023-05-19T06:56:00+09:00,豊後水道,681,+33.2+132.2-50000/,4.4,,[],20230519065916_20230519065636_VXSE52_0.json,Earthquake Information,Bungosuido Strait
20230519065905,20230519065636,2023-05-19T06:59:00+09:00,震度速報,発表,0,2023-05-19T06:56:00+09:00,,,,,4,"[{'code': '38', 'maxi': '4', 'city': []}, {'code': '39', 'maxi': '3', 'city': []}, {'code': '43', 'maxi': '3', 'city': []}, {'code': '44', 'maxi': '3', 'city': []}]",20230519065905_20230519065636_VXSE51_0.json,Seismic Intensity Information,
20230519065805,20230519065636,2023-05-19T06:58:00+09:00,震度速報,発表,0,2023-05-19T06:56:00+09:00,,,,,4,"[{'code': '38', 'maxi': '4', 'city': []}, {'code': '39', 'maxi': '3', 'city': []}, {'code': '44', 'maxi': '3', 'city': []}]",20230519065805_20230519065636_VXSE51_0.json,Seismic Intensity Information,
20230519053508,20230519053228,2023-05-19T05:35:00+09:00,震源・震度情報,発表,1,2023-05-19T05:32:00+09:00,大阪府北部,520,+34.9+135.5-10000/,2.3,1,"[{'code': '27', 'maxi': '1', 'city': [{'code': '2732200', 'maxi': '1'}]}, {'code': '28', 'maxi': '1', 'city': [{'code': '2821900', 'maxi': '1'}]}]",20230519053508_20230519053228_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Northern Osaka Prefecture
20230519040911,20230519040542,2023-05-19T04:09:00+09:00,震源・震度情報,発表,1,2023-05-19T04:05:00+09:00,千葉県東方沖,473,+35.7+141.0-20000/,3.3,1,"[{'code': '12', 'maxi': '1', 'city': [{'code': '1220200', 'maxi': '1'}]}]",20230519040911_20230519040542_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Off the east Coast of Chiba Prefecture
20230518195245,20230518194921,2023-05-18T19:52:00+09:00,震源・震度情報,発表,1,2023-05-18T19:49:00+09:00,石川県能登地方,390,+37.5+137.3-10000/,3.6,3,"[{'code': '17', 'maxi': '3', 'city': [{'code': '1720500', 'maxi': '3'}, {'code': '1746300', 'maxi': '2'}, {'code': '1720400', 'maxi': '1'}]}]",20230518195245_20230518194921_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture"
20230518195159,20230518194921,2023-05-18T19:51:00+09:00,震源に関する情報,発表,0,2023-05-18T19:49:00+09:00,石川県能登地方,390,+37.5+137.3-10000/,3.6,,[],20230518195159_20230518194921_VXSE52_0.json,Earthquake Information,"Noto, Ishikawa Prefecture"
20230518195053,20230518194921,2023-05-18T19:50:00+09:00,震度速報,発表,0,2023-05-18T19:49:00+09:00,,,,,3,"[{'code': '17', 'maxi': '3', 'city': []}]",20230518195053_20230518194921_VXSE51_0.json,Seismic Intensity Information,
20230517223237,20230517222911,2023-05-17T22:32:00+09:00,震源・震度情報,発表,1,2023-05-17T22:29:00+09:00,石川県能登地方,390,+37.5+137.2-10000/,2.5,1,"[{'code': '17', 'maxi': '1', 'city': [{'code': '1720500', 'maxi': '1'}]}]",20230517223237_20230517222911_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture"
20230517210029,20230517205739,2023-05-17T21:00:00+09:00,震源・震度情報,発表,1,2023-05-17T20:57:00+09:00,宮古島近海,853,+24.7+125.4-50000/,3.4,1,"[{'code': '47', 'maxi': '1', 'city': [{'code': '4721400', 'maxi': '1'}]}]",20230517210029_20230517205739_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of​ Miyakojima Island
20230517194923,20230517194628,2023-05-17T19:49:00+09:00,震源・震度情報,発表,1,2023-05-17T19:46:00+09:00,トカラ列島近海,798,+29.9+130.1-10000/,2.3,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230517194923_20230517194628_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230517143244,20230517142940,2023-05-17T14:32:00+09:00,震源・震度情報,発表,1,2023-05-17T14:29:00+09:00,トカラ列島近海,798,+29.9+130.1-10000/,2.7,2,"[{'code': '46', 'maxi': '2', 'city': [{'code': '4630400', 'maxi': '2'}]}]",20230517143244_20230517142940_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230517142801,20230517142404,2023-05-17T14:28:00+09:00,震源・震度情報,発表,1,2023-05-17T14:24:00+09:00,宮古島近海,853,+24.8+125.2-20000/,3.7,1,"[{'code': '47', 'maxi': '1', 'city': [{'code': '4721400', 'maxi': '1'}]}]",20230517142801_20230517142404_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of​ Miyakojima Island
20230517112947,20230517112659,2023-05-17T11:29:00+09:00,震源・震度情報,発表,1,2023-05-17T11:26:00+09:00,トカラ列島近海,798,+29.9+130.0-10000/,3.1,2,"[{'code': '46', 'maxi': '2', 'city': [{'code': '4630400', 'maxi': '2'}]}]",20230517112947_20230517112659_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230517003740,20230517003452,2023-05-17T00:37:00+09:00,震源・震度情報,発表,1,2023-05-17T00:34:00+09:00,トカラ列島近海,798,+29.9+130.0-10000/,3.0,2,"[{'code': '46', 'maxi': '2', 'city': [{'code': '4630400', 'maxi': '2'}]}]",20230517003740_20230517003452_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230516210104,20230516205651,2023-05-16T21:01:00+09:00,震源・震度情報,発表,1,2023-05-16T20:56:00+09:00,八丈島近海,476,+33.4+139.3-10000/,4.7,1,"[{'code': '13', 'maxi': '1', 'city': [{'code': '1336400', 'maxi': '1'}, {'code': '1336300', 'maxi': '1'}, {'code': '1338100', 'maxi': '1'}, {'code': '1340100', 'maxi': '1'}]}, {'code': '22', 'maxi': '1', 'city': [{'code': '2230400', 'maxi': '1'}]}]",20230516210104_20230516205651_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Hachijojima Island
20230516203848,20230516203547,2023-05-16T20:38:00+09:00,震源・震度情報,発表,1,2023-05-16T20:35:00+09:00,トカラ列島近海,798,+29.9+130.0-30000/,1.9,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230516203848_20230516203547_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230516203240,20230516202956,2023-05-16T20:32:00+09:00,震源・震度情報,発表,1,2023-05-16T20:29:00+09:00,宮城県北部,220,+38.9+141.6-60000/,3.3,1,"[{'code': '03', 'maxi': '1', 'city': [{'code': '0344100', 'maxi': '1'}, {'code': '0320900', 'maxi': '1'}]}, {'code': '04', 'maxi': '1', 'city': [{'code': '0420500', 'maxi': '1'}, {'code': '0421200', 'maxi': '1'}]}]",20230516203240_20230516202956_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Northern Miyagi Prefecture
20230516192457,20230516192151,2023-05-16T19:24:00+09:00,震源・震度情報,発表,1,2023-05-16T19:21:00+09:00,茨城県北部,300,+36.5+140.6-70000/,4.0,2,"[{'code': '08', 'maxi': '2', 'city': [{'code': '0820100', 'maxi': '2'}, {'code': '0820200', 'maxi': '2'}, {'code': '0821600', 'maxi': '2'}, {'code': '0822100', 'maxi': '2'}, {'code': '0822500', 'maxi': '2'}, {'code': '0831000', 'maxi': '2'}, {'code': '0834100', 'maxi': '2'}, {'code': '0836400', 'maxi': '2'}, {'code': '0821200', 'maxi': '1'}, {'code': '0821500', 'maxi': '1'}, {'code': '0822600', 'maxi': '1'}, {'code': '0823600', 'maxi': '1'}, {'code': '0830900', 'maxi': '1'}, {'code': '0823100', 'maxi': '2'}, {'code': '0820300', 'maxi': '1'}, {'code': '0820500', 'maxi': '1'}, {'code': '0822200', 'maxi': '1'}, {'code': '0822700', 'maxi': '1'}, {'code': '0822900', 'maxi': '1'}, {'code': '0823000', 'maxi': '1'}, {'code': '0823300', 'maxi': '1'}, {'code': '0823400', 'maxi': '1'}]}, {'code': '07', 'maxi': '1', 'city': [{'code': '0720500', 'maxi': '1'}, {'code': '0721100', 'maxi': '1'}, {'code': '0748200', 'maxi': '1'}, {'code': '0750400', 'maxi': '1'}, {'code': '0752200', 'maxi': '1'}]}, {'code': '09', 'maxi': '1', 'city': [{'code': '0920900', 'maxi': '1'}, {'code': '0934200', 'maxi': '1'}, {'code': '0934300', 'maxi': '1'}, {'code': '0934400', 'maxi': '1'}, {'code': '0941100', 'maxi': '1'}]}]",20230516192457_20230516192151_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Northern Ibaraki Prefecture
20230516155259,20230516154921,2023-05-16T15:52:00+09:00,震源・震度情報,発表,1,2023-05-16T15:49:00+09:00,トカラ列島近海,798,+30.0+129.9-10000/,1.9,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230516155259_20230516154921_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230516152610,20230516152253,2023-05-16T15:26:00+09:00,震源・震度情報,発表,1,2023-05-16T15:22:00+09:00,トカラ列島近海,798,+29.9+130.0-10000/,2.6,2,"[{'code': '46', 'maxi': '2', 'city': [{'code': '4630400', 'maxi': '2'}]}]",20230516152610_20230516152253_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230516145205,20230516144923,2023-05-16T14:52:00+09:00,震源・震度情報,発表,1,2023-05-16T14:49:00+09:00,茨城県北部,300,+36.8+140.6-10000/,2.7,1,"[{'code': '08', 'maxi': '1', 'city': [{'code': '0821200', 'maxi': '1'}]}]",20230516145205_20230516144923_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Northern Ibaraki Prefecture
20230516144954,20230516144634,2023-05-16T14:49:00+09:00,震源・震度情報,発表,1,2023-05-16T14:46:00+09:00,トカラ列島近海,798,+30.0+129.9+0/,1.8,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230516144954_20230516144634_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230516015000,20230516014645,2023-05-16T01:50:00+09:00,震源・震度情報,発表,1,2023-05-16T01:46:00+09:00,トカラ列島近海,798,+30.0+129.9-10000/,2.8,2,"[{'code': '46', 'maxi': '2', 'city': [{'code': '4630400', 'maxi': '2'}]}]",20230516015000_20230516014645_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230516013833,20230516013442,2023-05-16T01:38:00+09:00,震源・震度情報,発表,1,2023-05-16T01:34:00+09:00,トカラ列島近海,798,+29.9+130.1-10000/,3.3,3,"[{'code': '46', 'maxi': '3', 'city': [{'code': '4630400', 'maxi': '3'}]}]",20230516013833_20230516013442_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230516013737,20230516013442,2023-05-16T01:37:00+09:00,震源に関する情報,発表,0,2023-05-16T01:34:00+09:00,トカラ列島近海,798,+29.9+130.1-10000/,3.3,,[],20230516013737_20230516013442_VXSE52_0.json,Earthquake Information,Adjacent Sea of Tokara Islands
20230516013612,20230516013442,2023-05-16T01:36:00+09:00,震度速報,発表,0,2023-05-16T01:34:00+09:00,,,,,3,"[{'code': '46', 'maxi': '3', 'city': []}]",20230516013612_20230516013442_VXSE51_0.json,Seismic Intensity Information,
20230515223941,20230515223608,2023-05-15T22:39:00+09:00,震源・震度情報,発表,1,2023-05-15T22:36:00+09:00,トカラ列島近海,798,+29.8+129.9+0/,2.8,2,"[{'code': '46', 'maxi': '2', 'city': [{'code': '4630400', 'maxi': '2'}]}]",20230515223941_20230515223608_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230515173347,20230515173122,2023-05-15T17:33:00+09:00,震源・震度情報,発表,1,2023-05-15T17:31:00+09:00,豊後水道,681,+33.4+132.2-50000/,3.2,1,"[{'code': '38', 'maxi': '1', 'city': [{'code': '3820300', 'maxi': '1'}, {'code': '3820400', 'maxi': '1'}, {'code': '3844200', 'maxi': '1'}]}]",20230515173347_20230515173122_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Bungosuido Strait
20230515170851,20230515170623,2023-05-15T17:08:00+09:00,震源・震度情報,発表,1,2023-05-15T17:06:00+09:00,トカラ列島近海,798,+30.0+130.0-10000/,2.6,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230515170851_20230515170623_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230515140657,20230515140337,2023-05-15T14:06:00+09:00,震源・震度情報,発表,1,2023-05-15T14:03:00+09:00,島根県東部,570,+35.1+132.8-10000/,3.5,1,"[{'code': '31', 'maxi': '1', 'city': [{'code': '3140100', 'maxi': '1'}]}, {'code': '32', 'maxi': '1', 'city': [{'code': '3220900', 'maxi': '1'}, {'code': '3234300', 'maxi': '1'}, {'code': '3238600', 'maxi': '1'}, {'code': '3244100', 'maxi': '1'}, {'code': '3244800', 'maxi': '1'}, {'code': '3244900', 'maxi': '1'}]}, {'code': '34', 'maxi': '1', 'city': [{'code': '3420900', 'maxi': '1'}, {'code': '3421000', 'maxi': '1'}, {'code': '3421200', 'maxi': '1'}]}]",20230515140657_20230515140337_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Eastern Shimane Prefecture
20230515130008,20230515125745,2023-05-15T13:00:00+09:00,震源・震度情報,発表,1,2023-05-15T12:57:00+09:00,石川県能登地方,390,+37.5+137.2-10000/,2.7,1,"[{'code': '17', 'maxi': '1', 'city': [{'code': '1720500', 'maxi': '1'}]}]",20230515130008_20230515125745_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture"
20230515125643,20230515125417,2023-05-15T12:56:00+09:00,震源・震度情報,発表,1,2023-05-15T12:54:00+09:00,石川県能登地方,390,+37.5+137.3-10000/,3.2,1,"[{'code': '17', 'maxi': '1', 'city': [{'code': '1720500', 'maxi': '1'}]}]",20230515125643_20230515125417_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture"
20230515122437,20230515122130,2023-05-15T12:24:00+09:00,震源・震度情報,発表,1,2023-05-15T12:21:00+09:00,沖縄本島北西沖,858,+27.2+126.8-120000/,4.2,1,"[{'code': '47', 'maxi': '1', 'city': [{'code': '4735600', 'maxi': '1'}]}]",20230515122437_20230515122130_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Off the northwest Coast of Okinawa Main Island
20230515090816,20230515090458,2023-05-15T09:08:00+09:00,震源・震度情報,発表,1,2023-05-15T09:04:00+09:00,石川県能登地方,390,+37.5+137.2-10000/,2.9,2,"[{'code': '17', 'maxi': '2', 'city': [{'code': '1720500', 'maxi': '2'}]}]",20230515090816_20230515090458_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture"
20230515070727,20230515070054,2023-05-15T07:07:00+09:00,震源・震度情報,発表,1,2023-05-15T07:00:00+09:00,択捉島南東沖,197,+44.9+148.6-140000/,4.7,1,"[{'code': '01', 'maxi': '1', 'city': [{'code': '0166400', 'maxi': '1'}, {'code': '0169300', 'maxi': '1'}, {'code': '0169100', 'maxi': '1'}, {'code': '0122300', 'maxi': '1'}]}]",20230515070727_20230515070054_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Off the southeast Coast of Etorofu Island
20230515061244,20230515060915,2023-05-15T06:12:00+09:00,震源・震度情報,発表,1,2023-05-15T06:09:00+09:00,トカラ列島近海,798,+29.9+130.0-20000/,1.9,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230515061244_20230515060915_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230515061039,20230515060651,2023-05-15T06:10:00+09:00,震源・震度情報,発表,1,2023-05-15T06:06:00+09:00,上川地方北部,125,+44.8+142.1+0/,1.5,1,"[{'code': '01', 'maxi': '1', 'city': [{'code': '0147100', 'maxi': '1'}]}]",20230515061039_20230515060651_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Northern Kamikawa Region, Hokkaido"
20230515012636,20230515012303,2023-05-15T01:26:00+09:00,震源・震度情報,発表,1,2023-05-15T01:23:00+09:00,八丈島近海,476,+33.4+139.3-10000/,5.2,2,"[{'code': '13', 'maxi': '2', 'city': [{'code': '1336400', 'maxi': '2'}, {'code': '1338100', 'maxi': '2'}, {'code': '1338200', 'maxi': '1'}, {'code': '1340100', 'maxi': '2'}, {'code': '1336300', 'maxi': '1'}]}, {'code': '22', 'maxi': '2', 'city': [{'code': '2230500', 'maxi': '2'}, {'code': '2230400', 'maxi': '1'}, {'code': '2230600', 'maxi': '1'}]}]",20230515012636_20230515012303_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Hachijojima Island
20230515001236,20230515000935,2023-05-15T00:12:00+09:00,震源・震度情報,発表,1,2023-05-15T00:09:00+09:00,トカラ列島近海,798,+29.9+130.0+0/,2.2,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230515001236_20230515000935_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230514232422,20230514232107,2023-05-14T23:24:00+09:00,震源・震度情報,発表,1,2023-05-14T23:21:00+09:00,八丈島近海,476,+33.3+139.3-10000/,4.8,1,"[{'code': '13', 'maxi': '1', 'city': [{'code': '1336400', 'maxi': '1'}, {'code': '1340100', 'maxi': '1'}]}]",20230514232422_20230514232107_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Hachijojima Island
20230514230658,20230514230339,2023-05-14T23:06:00+09:00,震源・震度情報,発表,1,2023-05-14T23:03:00+09:00,八丈島近海,476,+33.3+139.3-10000/,5.4,2,"[{'code': '13', 'maxi': '2', 'city': [{'code': '1336400', 'maxi': '2'}, {'code': '1336300', 'maxi': '1'}, {'code': '1338100', 'maxi': '1'}, {'code': '1338200', 'maxi': '1'}, {'code': '1340100', 'maxi': '1'}]}, {'code': '22', 'maxi': '1', 'city': [{'code': '2230400', 'maxi': '1'}, {'code': '2230500', 'maxi': '1'}, {'code': '2230600', 'maxi': '1'}]}]",20230514230658_20230514230339_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Hachijojima Island
20230514225932,20230514225608,2023-05-14T22:59:00+09:00,震源・震度情報,発表,1,2023-05-14T22:56:00+09:00,八丈島近海,476,+33.3+139.4-10000/,5.0,1,"[{'code': '13', 'maxi': '1', 'city': [{'code': '1336400', 'maxi': '1'}, {'code': '1338100', 'maxi': '1'}, {'code': '1338200', 'maxi': '1'}, {'code': '1340100', 'maxi': '1'}]}]",20230514225932_20230514225608_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Hachijojima Island
20230514225218,20230514224851,2023-05-14T22:52:00+09:00,震源・震度情報,発表,1,2023-05-14T22:48:00+09:00,トカラ列島近海,798,+29.9+130.0-20000/,2.6,2,"[{'code': '46', 'maxi': '2', 'city': [{'code': '4630400', 'maxi': '2'}]}]",20230514225218_20230514224851_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230514203300,20230514202905,2023-05-14T20:33:00+09:00,震源・震度情報,発表,1,2023-05-14T20:29:00+09:00,八丈島近海,476,+33.4+139.4-10000/,4.7,1,"[{'code': '13', 'maxi': '1', 'city': [{'code': '1336400', 'maxi': '1'}, {'code': '1338200', 'maxi': '1'}, {'code': '1340100', 'maxi': '1'}]}]",20230514203300_20230514202905_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Hachijojima Island
20230514191541,20230514191145,2023-05-14T19:15:00+09:00,震源・震度情報,発表,1,2023-05-14T19:11:00+09:00,八丈島近海,476,+33.4+139.3-10000/,5.9,2,"[{'code': '13', 'maxi': '2', 'city': [{'code': '1336400', 'maxi': '2'}, {'code': '1338100', 'maxi': '2'}, {'code': '1338200', 'maxi': '2'}, {'code': '1340100', 'maxi': '2'}, {'code': '1340200', 'maxi': '1'}, {'code': '1336100', 'maxi': '1'}, {'code': '1336200', 'maxi': '1'}, {'code': '1336300', 'maxi': '1'}]}, {'code': '22', 'maxi': '2', 'city': [{'code': '2230500', 'maxi': '2'}, {'code': '2230600', 'maxi': '2'}, {'code': '2222500', 'maxi': '1'}, {'code': '2230200', 'maxi': '1'}, {'code': '2230400', 'maxi': '1'}, {'code': '2221000', 'maxi': '1'}]}, {'code': '12', 'maxi': '1', 'city': [{'code': '1220500', 'maxi': '1'}]}, {'code': '19', 'maxi': '1', 'city': [{'code': '1942400', 'maxi': '1'}]}]",20230514191541_20230514191145_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Hachijojima Island
20230514175055,20230514174427,2023-05-14T17:50:00+09:00,震源・震度情報,発表,1,2023-05-14T17:44:00+09:00,八丈島近海,476,+33.0+139.0-10000/,5.3,1,"[{'code': '13', 'maxi': '1', 'city': [{'code': '1336400', 'maxi': '1'}, {'code': '1338100', 'maxi': '1'}, {'code': '1338200', 'maxi': '1'}, {'code': '1340100', 'maxi': '1'}]}]",20230514175055_20230514174427_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Hachijojima Island
