ctt,eid,rdt,ttl,ift,ser,at,anm,acd,cod,mag,maxi,int,json,en_ttl,en_anm
20230505144516,20230505144206,2023-05-05T14:45:00+09:00,震源に関する情報,発表,0,2023-05-05T14:42:00+09:00,石川県能登地方,390,+37.5+137.3-10000/,6.3,,[],20230505144516_20230505144206_VXSE52_0.json,Earthquake Information,"Noto, Ishikawa Prefecture"
20230505144437,20230505144206,2023-05-05T14:44:00+09:00,震度速報,発表,0,2023-05-05T14:42:00+09:00,,,,,6+,"[{'code': '17', 'maxi': '6+', 'city': []}, {'code': '15', 'maxi': '4', 'city': []}, {'code': '16', 'maxi': '4', 'city': []}, {'code': '18', 'maxi': '4', 'city': []}, {'code': '07', 'maxi': '3', 'city': []}, {'code': '20', 'maxi': '3', 'city': []}, {'code': '21', 'maxi': '3', 'city': []}, {'code': '25', 'maxi': '3', 'city': []}]",20230505144437_20230505144206_VXSE51_0.json,Seismic Intensity Information,
20230505144337,20230505144206,2023-05-05T14:43:00+09:00,震度速報,発表,0,2023-05-05T14:42:00+09:00,,,,,6+,"[{'code': '17', 'maxi': '6+', 'city': []}, {'code': '15', 'maxi': '4', 'city': []}, {'code': '16', 'maxi': '4', 'city': []}, {'code': '20', 'maxi': '3', 'city': []}, {'code': '21', 'maxi': '3', 'city': []}]",20230505144337_20230505144206_VXSE51_0.json,Seismic Intensity Information,
20230505135051,20230505134802,2023-05-05T13:50:00+09:00,震源・震度情報,発表,1,2023-05-05T13:47:00+09:00,茨城県北部,300,+36.8+140.6-10000/,3.3,1,"[{'code': '07', 'maxi': '1', 'city': [{'code': '0748200', 'maxi': '1'}, {'code': '0750400', 'maxi': '1'}]}, {'code': '08', 'maxi': '1', 'city': [{'code': '0820200', 'maxi': '1'}]}]",20230505135051_20230505134802_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Northern Ibaraki Prefecture
20230505112733,20230505112449,2023-05-05T11:27:00+09:00,震源・震度情報,発表,1,2023-05-05T11:24:00+09:00,和歌山県北部,550,+34.1+135.4-10000/,2.4,1,"[{'code': '30', 'maxi': '1', 'city': [{'code': '3030400', 'maxi': '1'}]}]",20230505112733_20230505112449_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Northern Wakayama Prefecture
20230504230406,20230504230101,2023-05-04T23:04:00+09:00,震源・震度情報,発表,1,2023-05-04T23:01:00+09:00,新潟県上中越沖,379,+37.3+137.8-20000/,3.8,1,"[{'code': '15', 'maxi': '1', 'city': [{'code': '1522200', 'maxi': '1'}]}, {'code': '17', 'maxi': '1', 'city': [{'code': '1720500', 'maxi': '1'}]}]",20230504230406_20230504230101_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Off the Coast of Joetsu and Chuetsu, Niigata Prefecture"
20230504195435,20230504195107,2023-05-04T19:54:00+09:00,震源・震度情報,発表,1,2023-05-04T19:51:00+09:00,和歌山県北部,550,+34.2+135.3+0/,2.6,1,"[{'code': '30', 'maxi': '1', 'city': [{'code': '3020100', 'maxi': '1'}, {'code': '3020200', 'maxi': '1'}, {'code': '3030400', 'maxi': '1'}]}]",20230504195435_20230504195107_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Northern Wakayama Prefecture
20230503053834,20230503053455,2023-05-03T05:38:00+09:00,震源・震度情報,発表,1,2023-05-03T05:34:00+09:00,茨城県沖,471,+36.6+141.0-40000/,4.1,2,"[{'code': '07', 'maxi': '2', 'city': [{'code': '0730800', 'maxi': '2'}, {'code': '0720100', 'maxi': '1'}, {'code': '0720300', 'maxi': '1'}, {'code': '0720500', 'maxi': '1'}, {'code': '0720700', 'maxi': '1'}, {'code': '0721000', 'maxi': '1'}, {'code': '0721100', 'maxi': '1'}, {'code': '0721300', 'maxi': '1'}, {'code': '0721400', 'maxi': '1'}, {'code': '0734200', 'maxi': '1'}, {'code': '0734400', 'maxi': '1'}, {'code': '0746400', 'maxi': '1'}, {'code': '0748100', 'maxi': '1'}, {'code': '0748200', 'maxi': '1'}, {'code': '0750200', 'maxi': '1'}, {'code': '0750400', 'maxi': '1'}, {'code': '0752200', 'maxi': '1'}, {'code': '0720400', 'maxi': '1'}, {'code': '0721200', 'maxi': '1'}, {'code': '0754100', 'maxi': '1'}, {'code': '0754200', 'maxi': '1'}, {'code': '0754300', 'maxi': '1'}, {'code': '0754400', 'maxi': '1'}, {'code': '0754500', 'maxi': '1'}, {'code': '0754600', 'maxi': '1'}, {'code': '0754700', 'maxi': '1'}, {'code': '0756400', 'maxi': '1'}]}, {'code': '08', 'maxi': '2', 'city': [{'code': '0820100', 'maxi': '2'}, {'code': '0820200', 'maxi': '2'}, {'code': '0821400', 'maxi': '2'}, {'code': '0821600', 'maxi': '2'}, {'code': '0822100', 'maxi': '2'}, {'code': '0822500', 'maxi': '2'}, {'code': '0822600', 'maxi': '2'}, {'code': '0831000', 'maxi': '2'}, {'code': '0834100', 'maxi': '2'}, {'code': '0821200', 'maxi': '1'}, {'code': '0821500', 'maxi': '1'}, {'code': '0823600', 'maxi': '1'}, {'code': '0830200', 'maxi': '1'}, {'code': '0836400', 'maxi': '1'}, {'code': '0823100', 'maxi': '2'}, {'code': '0820300', 'maxi': '1'}, {'code': '0820500', 'maxi': '1'}, {'code': '0821700', 'maxi': '1'}, {'code': '0822000', 'maxi': '1'}, {'code': '0822200', 'maxi': '1'}, {'code': '0822300', 'maxi': '1'}, {'code': '0822700', 'maxi': '1'}, {'code': '0822900', 'maxi': '1'}, {'code': '0823000', 'maxi': '1'}, {'code': '0823400', 'maxi': '1'}, {'code': '0844200', 'maxi': '1'}]}, {'code': '04', 'maxi': '1', 'city': [{'code': '0421100', 'maxi': '1'}]}, {'code': '09', 'maxi': '1', 'city': [{'code': '0920100', 'maxi': '1'}, {'code': '0920900', 'maxi': '1'}, {'code': '0934200', 'maxi': '1'}, {'code': '0934300', 'maxi': '1'}, {'code': '0934500', 'maxi': '1'}, {'code': '0938600', 'maxi': '1'}, {'code': '0941100', 'maxi': '1'}]}]",20230503053834_20230503053455_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Off the Coast of Ibaraki Prefecture
20230503043018,20230503042656,2023-05-03T04:30:00+09:00,震源・震度情報,発表,1,2023-05-03T04:26:00+09:00,トカラ列島近海,798,+29.9+130.0-10000/,2.2,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230503043018_20230503042656_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230503011516,20230503011246,2023-05-03T01:15:00+09:00,震源・震度情報,発表,1,2023-05-03T01:12:00+09:00,福島県会津,252,+37.1+139.4-10000/,2.3,1,"[{'code': '07', 'maxi': '1', 'city': [{'code': '0736400', 'maxi': '1'}]}]",20230503011516_20230503011246_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Aizu,  Fukushima Prefecture"
20230502121652,20230502121339,2023-05-02T12:16:00+09:00,震源・震度情報,発表,1,2023-05-02T12:13:00+09:00,日向灘,791,+32.6+132.0-20000/,2.8,1,"[{'code': '44', 'maxi': '1', 'city': [{'code': '4420500', 'maxi': '1'}]}, {'code': '45', 'maxi': '1', 'city': [{'code': '4520300', 'maxi': '1'}]}]",20230502121652_20230502121339_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Hyuganada Sea
20230502075050,20230502074809,2023-05-02T07:50:00+09:00,震源・震度情報,発表,1,2023-05-02T07:48:00+09:00,宮城県沖,287,+38.9+141.8-80000/,3.1,1,"[{'code': '04', 'maxi': '1', 'city': [{'code': '0420500', 'maxi': '1'}]}]",20230502075050_20230502074809_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Off the Coast of Miyagi Prefecture
20230502035933,20230502035626,2023-05-02T03:59:00+09:00,震源・震度情報,発表,1,2023-05-02T03:56:00+09:00,福島県沖,289,+37.8+141.7-60000/,4.3,2,"[{'code': '04', 'maxi': '2', 'city': [{'code': '0421200', 'maxi': '2'}, {'code': '0420500', 'maxi': '1'}, {'code': '0421300', 'maxi': '1'}, {'code': '0421500', 'maxi': '1'}, {'code': '0450100', 'maxi': '1'}, {'code': '0420700', 'maxi': '1'}, {'code': '0421100', 'maxi': '1'}, {'code': '0430100', 'maxi': '1'}, {'code': '0432200', 'maxi': '1'}, {'code': '0432400', 'maxi': '1'}, {'code': '0434100', 'maxi': '1'}, {'code': '0436200', 'maxi': '1'}, {'code': '0410500', 'maxi': '1'}, {'code': '0420200', 'maxi': '1'}, {'code': '0421400', 'maxi': '1'}, {'code': '0440600', 'maxi': '1'}, {'code': '0442400', 'maxi': '1'}]}, {'code': '03', 'maxi': '1', 'city': [{'code': '0320300', 'maxi': '1'}, {'code': '0344100', 'maxi': '1'}, {'code': '0320900', 'maxi': '1'}]}, {'code': '07', 'maxi': '1', 'city': [{'code': '0720100', 'maxi': '1'}, {'code': '0720300', 'maxi': '1'}, {'code': '0720700', 'maxi': '1'}, {'code': '0721000', 'maxi': '1'}, {'code': '0721100', 'maxi': '1'}, {'code': '0721300', 'maxi': '1'}, {'code': '0734400', 'maxi': '1'}, {'code': '0750200', 'maxi': '1'}, {'code': '0720900', 'maxi': '1'}, {'code': '0721200', 'maxi': '1'}, {'code': '0754200', 'maxi': '1'}, {'code': '0754500', 'maxi': '1'}, {'code': '0754600', 'maxi': '1'}, {'code': '0754700', 'maxi': '1'}, {'code': '0756100', 'maxi': '1'}, {'code': '0756400', 'maxi': '1'}]}]",20230502035933_20230502035626_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Off the Coast of Fukushima Prefecture
20230502002400,20230502002030,2023-05-02T00:24:00+09:00,震源・震度情報,発表,1,2023-05-02T00:20:00+09:00,福島県沖,289,+37.8+141.8-60000/,4.0,1,"[{'code': '04', 'maxi': '1', 'city': [{'code': '0436200', 'maxi': '1'}]}, {'code': '07', 'maxi': '1', 'city': [{'code': '0721100', 'maxi': '1'}, {'code': '0721300', 'maxi': '1'}, {'code': '0721200', 'maxi': '1'}, {'code': '0754200', 'maxi': '1'}, {'code': '0754500', 'maxi': '1'}, {'code': '0754700', 'maxi': '1'}, {'code': '0756400', 'maxi': '1'}]}]",20230502002400_20230502002030_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Off the Coast of Fukushima Prefecture
20230501175931,20230501175634,2023-05-01T17:59:00+09:00,震源・震度情報,発表,1,2023-05-01T17:56:00+09:00,トカラ列島近海,798,+29.9+130.0-10000/,2.4,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230501175931_20230501175634_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230501170319,20230501165955,2023-05-01T17:03:00+09:00,震源・震度情報,発表,1,2023-05-01T16:59:00+09:00,沖縄本島近海,850,+26.1+128.7-10000/,5.4,2,"[{'code': '47', 'maxi': '2', 'city': [{'code': '4720900', 'maxi': '2'}, {'code': '4731100', 'maxi': '2'}, {'code': '4731400', 'maxi': '2'}, {'code': '4730100', 'maxi': '1'}, {'code': '4730200', 'maxi': '1'}, {'code': '4730800', 'maxi': '1'}, {'code': '4721300', 'maxi': '2'}, {'code': '4721500', 'maxi': '2'}, {'code': '4732900', 'maxi': '2'}, {'code': '4734800', 'maxi': '2'}, {'code': '4720100', 'maxi': '1'}, {'code': '4720500', 'maxi': '1'}, {'code': '4721000', 'maxi': '1'}, {'code': '4732400', 'maxi': '1'}, {'code': '4732800', 'maxi': '1'}, {'code': '4736200', 'maxi': '1'}]}, {'code': '46', 'maxi': '1', 'city': [{'code': '4653500', 'maxi': '1'}]}]",20230501170319_20230501165955_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Okinawa Main Island
20230501161318,20230501160953,2023-05-01T16:13:00+09:00,震源・震度情報,発表,1,2023-05-01T16:09:00+09:00,トカラ列島近海,798,+29.8+130.1+0/,2.7,2,"[{'code': '46', 'maxi': '2', 'city': [{'code': '4630400', 'maxi': '2'}]}]",20230501161318_20230501160953_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230501153822,20230501153517,2023-05-01T15:38:00+09:00,震源・震度情報,発表,1,2023-05-01T15:35:00+09:00,石川県能登地方,390,+37.5+137.3-10000/,2.7,1,"[{'code': '17', 'maxi': '1', 'city': [{'code': '1720500', 'maxi': '1'}]}]",20230501153822_20230501153517_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Noto, Ishikawa Prefecture"
20230501134639,20230501134351,2023-05-01T13:46:00+09:00,震源・震度情報,発表,1,2023-05-01T13:43:00+09:00,沖縄本島近海,850,+26.6+127.9-20000/,2.8,1,"[{'code': '47', 'maxi': '1', 'city': [{'code': '4731300', 'maxi': '1'}]}]",20230501134639_20230501134351_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Okinawa Main Island
20230501130620,20230501130246,2023-05-01T13:06:00+09:00,震源・震度情報,発表,1,2023-05-01T13:02:00+09:00,沖縄本島近海,850,+25.9+128.6-10000/,5.0,1,"[{'code': '47', 'maxi': '1', 'city': [{'code': '4720900', 'maxi': '1'}, {'code': '4730100', 'maxi': '1'}, {'code': '4721300', 'maxi': '1'}, {'code': '4721500', 'maxi': '1'}, {'code': '4732400', 'maxi': '1'}]}]",20230501130620_20230501130246_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Okinawa Main Island
20230501130110,20230501125640,2023-05-01T13:01:00+09:00,震源・震度情報,発表,1,2023-05-01T12:56:00+09:00,トカラ列島近海,798,+29.9+130.0-10000/,2.3,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230501130110_20230501125640_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230501125935,20230501125639,2023-05-01T12:59:00+09:00,震源・震度情報,発表,1,2023-05-01T12:56:00+09:00,福島県沖,289,+37.7+141.6-60000/,4.1,1,"[{'code': '04', 'maxi': '1', 'city': [{'code': '0421100', 'maxi': '1'}, {'code': '0436100', 'maxi': '1'}, {'code': '0420200', 'maxi': '1'}]}, {'code': '07', 'maxi': '1', 'city': [{'code': '0721100', 'maxi': '1'}, {'code': '0721300', 'maxi': '1'}, {'code': '0720400', 'maxi': '1'}, {'code': '0720900', 'maxi': '1'}, {'code': '0754200', 'maxi': '1'}, {'code': '0754400', 'maxi': '1'}, {'code': '0754500', 'maxi': '1'}, {'code': '0754700', 'maxi': '1'}, {'code': '0756100', 'maxi': '1'}]}]",20230501125935_20230501125639_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Off the Coast of Fukushima Prefecture
20230501125529,20230501125104,2023-05-01T12:55:00+09:00,震源・震度情報,発表,1,2023-05-01T12:51:00+09:00,沖縄本島近海,850,+26.1+128.9-10000/,4.4,1,"[{'code': '47', 'maxi': '1', 'city': [{'code': '4720900', 'maxi': '1'}]}]",20230501125529_20230501125104_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Okinawa Main Island
20230501122613,20230501122224,2023-05-01T12:26:00+09:00,震源・震度情報,発表,1,2023-05-01T12:22:00+09:00,沖縄本島近海,850,+26.0+128.8-10000/,6.2,2,"[{'code': '46', 'maxi': '2', 'city': [{'code': '4653500', 'maxi': '2'}]}, {'code': '47', 'maxi': '2', 'city': [{'code': '4720900', 'maxi': '2'}, {'code': '4730100', 'maxi': '2'}, {'code': '4730200', 'maxi': '2'}, {'code': '4730800', 'maxi': '2'}, {'code': '4731100', 'maxi': '2'}, {'code': '4731300', 'maxi': '1'}, {'code': '4731400', 'maxi': '1'}, {'code': '4735500', 'maxi': '1'}, {'code': '4735900', 'maxi': '1'}, {'code': '4720100', 'maxi': '2'}, {'code': '4720800', 'maxi': '2'}, {'code': '4721000', 'maxi': '2'}, {'code': '4721300', 'maxi': '2'}, {'code': '4721500', 'maxi': '2'}, {'code': '4732800', 'maxi': '2'}, {'code': '4732900', 'maxi': '2'}, {'code': '4734800', 'maxi': '2'}, {'code': '4735000', 'maxi': '2'}, {'code': '4736200', 'maxi': '2'}, {'code': '4720500', 'maxi': '1'}, {'code': '4721100', 'maxi': '1'}, {'code': '4721200', 'maxi': '1'}, {'code': '4732400', 'maxi': '1'}, {'code': '4732600', 'maxi': '1'}, {'code': '4732700', 'maxi': '1'}, {'code': '4735400', 'maxi': '1'}]}]",20230501122613_20230501122224_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Okinawa Main Island
20230501112720,20230501112243,2023-05-01T11:27:00+09:00,震源・震度情報,発表,1,2023-05-01T11:22:00+09:00,沖縄本島近海,850,+26.0+128.7-10000/,5.2,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4653500', 'maxi': '1'}]}, {'code': '47', 'maxi': '1', 'city': [{'code': '4720900', 'maxi': '1'}, {'code': '4730100', 'maxi': '1'}, {'code': '4730800', 'maxi': '1'}, {'code': '4731100', 'maxi': '1'}, {'code': '4721300', 'maxi': '1'}, {'code': '4721500', 'maxi': '1'}, {'code': '4732400', 'maxi': '1'}, {'code': '4732800', 'maxi': '1'}]}]",20230501112720_20230501112243_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Okinawa Main Island
20230501090311,20230501085830,2023-05-01T09:03:00+09:00,震源・震度情報,発表,1,2023-05-01T08:58:00+09:00,浦河沖,192,+42.0+142.4-60000/,4.3,2,"[{'code': '01', 'maxi': '2', 'city': [{'code': '0120200', 'maxi': '2'}, {'code': '0158100', 'maxi': '2'}, {'code': '0120500', 'maxi': '1'}, {'code': '0123000', 'maxi': '1'}, {'code': '0158500', 'maxi': '1'}, {'code': '0158600', 'maxi': '1'}, {'code': '0161000', 'maxi': '2'}, {'code': '0160400', 'maxi': '1'}, {'code': '0121700', 'maxi': '1'}, {'code': '0123100', 'maxi': '1'}, {'code': '0123300', 'maxi': '1'}, {'code': '0160200', 'maxi': '1'}, {'code': '0160700', 'maxi': '1'}]}, {'code': '02', 'maxi': '1', 'city': [{'code': '0244600', 'maxi': '1'}, {'code': '0220800', 'maxi': '1'}, {'code': '0242400', 'maxi': '1'}]}]",20230501090311_20230501085830_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Off the Coast of Urakawa
20230501085553,20230501085104,2023-05-01T08:55:00+09:00,震源・震度情報,発表,1,2023-05-01T08:51:00+09:00,茨城県沖,471,+36.2+141.2-10000/,4.3,2,"[{'code': '08', 'maxi': '2', 'city': [{'code': '0822200', 'maxi': '2'}, {'code': '0822300', 'maxi': '2'}, {'code': '0823300', 'maxi': '2'}, {'code': '0823400', 'maxi': '2'}, {'code': '0820300', 'maxi': '1'}, {'code': '0820500', 'maxi': '1'}, {'code': '0821700', 'maxi': '1'}, {'code': '0822000', 'maxi': '1'}, {'code': '0822900', 'maxi': '1'}, {'code': '0823000', 'maxi': '1'}, {'code': '0823100', 'maxi': '1'}, {'code': '0823200', 'maxi': '1'}, {'code': '0844200', 'maxi': '1'}, {'code': '0820100', 'maxi': '1'}, {'code': '0820200', 'maxi': '1'}, {'code': '0821600', 'maxi': '1'}, {'code': '0822100', 'maxi': '1'}, {'code': '0822600', 'maxi': '1'}, {'code': '0823600', 'maxi': '1'}, {'code': '0830200', 'maxi': '1'}, {'code': '0831000', 'maxi': '1'}, {'code': '0834100', 'maxi': '1'}]}, {'code': '12', 'maxi': '1', 'city': [{'code': '1221500', 'maxi': '1'}, {'code': '1223600', 'maxi': '1'}, {'code': '1234200', 'maxi': '1'}, {'code': '1234700', 'maxi': '1'}, {'code': '1240900', 'maxi': '1'}, {'code': '1220800', 'maxi': '1'}, {'code': '1221100', 'maxi': '1'}, {'code': '1221600', 'maxi': '1'}, {'code': '1222100', 'maxi': '1'}, {'code': '1223200', 'maxi': '1'}, {'code': '1232900', 'maxi': '1'}]}]",20230501085553_20230501085104_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Off the Coast of Ibaraki Prefecture
20230501071823,20230501071514,2023-05-01T07:18:00+09:00,震源・震度情報,発表,1,2023-05-01T07:15:00+09:00,徳島県北部,600,+34.0+134.2-50000/,3.4,2,"[{'code': '36', 'maxi': '2', 'city': [{'code': '3636800', 'maxi': '2'}, {'code': '3630100', 'maxi': '1'}, {'code': '3638300', 'maxi': '1'}, {'code': '3638800', 'maxi': '1'}, {'code': '3620100', 'maxi': '1'}, {'code': '3620200', 'maxi': '1'}, {'code': '3620700', 'maxi': '1'}, {'code': '3640300', 'maxi': '1'}, {'code': '3640400', 'maxi': '1'}]}, {'code': '33', 'maxi': '1', 'city': [{'code': '3320400', 'maxi': '1'}]}, {'code': '37', 'maxi': '1', 'city': [{'code': '3720100', 'maxi': '1'}, {'code': '3720600', 'maxi': '1'}, {'code': '3720700', 'maxi': '1'}, {'code': '3732400', 'maxi': '1'}, {'code': '3720200', 'maxi': '1'}, {'code': '3738700', 'maxi': '1'}]}]",20230501071823_20230501071514_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Northern Tokushima Prefecture
20230501050835,20230501050428,2023-05-01T05:08:00+09:00,震源・震度情報,発表,1,2023-05-01T05:04:00+09:00,茨城県沖,471,+36.4+140.8-50000/,4.2,3,"[{'code': '08', 'maxi': '3', 'city': [{'code': '0820100', 'maxi': '3'}, {'code': '0821600', 'maxi': '3'}, {'code': '0822100', 'maxi': '3'}, {'code': '0823600', 'maxi': '3'}, {'code': '0831000', 'maxi': '3'}, {'code': '0834100', 'maxi': '3'}, {'code': '0820200', 'maxi': '2'}, {'code': '0821200', 'maxi': '2'}, {'code': '0822500', 'maxi': '2'}, {'code': '0822600', 'maxi': '2'}, {'code': '0830200', 'maxi': '2'}, {'code': '0836400', 'maxi': '2'}, {'code': '0821400', 'maxi': '1'}, {'code': '0821500', 'maxi': '1'}, {'code': '0820300', 'maxi': '3'}, {'code': '0820500', 'maxi': '3'}, {'code': '0823400', 'maxi': '3'}, {'code': '0821700', 'maxi': '2'}, {'code': '0822000', 'maxi': '2'}, {'code': '0822200', 'maxi': '2'}, {'code': '0822700', 'maxi': '2'}, {'code': '0822900', 'maxi': '2'}, {'code': '0823000', 'maxi': '2'}, {'code': '0823100', 'maxi': '2'}, {'code': '0823300', 'maxi': '2'}, {'code': '0844200', 'maxi': '2'}, {'code': '0820400', 'maxi': '1'}, {'code': '0820700', 'maxi': '1'}, {'code': '0820800', 'maxi': '1'}, {'code': '0821000', 'maxi': '1'}, {'code': '0821100', 'maxi': '1'}, {'code': '0821900', 'maxi': '1'}, {'code': '0822300', 'maxi': '1'}, {'code': '0822400', 'maxi': '1'}, {'code': '0822800', 'maxi': '1'}, {'code': '0823200', 'maxi': '1'}, {'code': '0823500', 'maxi': '1'}, {'code': '0844300', 'maxi': '1'}, {'code': '0852100', 'maxi': '1'}, {'code': '0854200', 'maxi': '1'}, {'code': '0854600', 'maxi': '1'}, {'code': '0856400', 'maxi': '1'}]}, {'code': '07', 'maxi': '2', 'city': [{'code': '0750400', 'maxi': '2'}, {'code': '0720500', 'maxi': '1'}, {'code': '0721100', 'maxi': '1'}, {'code': '0734200', 'maxi': '1'}, {'code': '0746400', 'maxi': '1'}, {'code': '0748100', 'maxi': '1'}, {'code': '0748200', 'maxi': '1'}, {'code': '0750200', 'maxi': '1'}, {'code': '0750500', 'maxi': '1'}, {'code': '0752200', 'maxi': '1'}, {'code': '0720400', 'maxi': '1'}, {'code': '0736400', 'maxi': '1'}]}, {'code': '09', 'maxi': '2', 'city': [{'code': '0920800', 'maxi': '2'}, {'code': '0920900', 'maxi': '2'}, {'code': '0934200', 'maxi': '2'}, {'code': '0934300', 'maxi': '2'}, {'code': '0934400', 'maxi': '2'}, {'code': '0920100', 'maxi': '1'}, {'code': '0920200', 'maxi': '1'}, {'code': '0920300', 'maxi': '1'}, {'code': '0920400', 'maxi': '1'}, {'code': '0921400', 'maxi': '1'}, {'code': '0921500', 'maxi': '1'}, {'code': '0921600', 'maxi': '1'}, {'code': '0934500', 'maxi': '1'}, {'code': '0936100', 'maxi': '1'}, {'code': '0936400', 'maxi': '1'}, {'code': '0941100', 'maxi': '1'}, {'code': '0920600', 'maxi': '1'}, {'code': '0921000', 'maxi': '1'}]}, {'code': '12', 'maxi': '2', 'city': [{'code': '1220800', 'maxi': '2'}, {'code': '1222100', 'maxi': '2'}, {'code': '1223200', 'maxi': '2'}, {'code': '1210200', 'maxi': '1'}, {'code': '1210300', 'maxi': '1'}, {'code': '1210400', 'maxi': '1'}, {'code': '1210600', 'maxi': '1'}, {'code': '1220300', 'maxi': '1'}, {'code': '1220400', 'maxi': '1'}, {'code': '1221100', 'maxi': '1'}, {'code': '1221600', 'maxi': '1'}, {'code': '1221700', 'maxi': '1'}, {'code': '1222200', 'maxi': '1'}, {'code': '1222400', 'maxi': '1'}, {'code': '1222800', 'maxi': '1'}, {'code': '1223000', 'maxi': '1'}, {'code': '1223100', 'maxi': '1'}, {'code': '1223300', 'maxi': '1'}, {'code': '1232200', 'maxi': '1'}, {'code': '1232900', 'maxi': '1'}, {'code': '1220200', 'maxi': '1'}, {'code': '1221300', 'maxi': '1'}, {'code': '1221500', 'maxi': '1'}, {'code': '1223600', 'maxi': '1'}, {'code': '1223700', 'maxi': '1'}, {'code': '1234200', 'maxi': '1'}, {'code': '1234700', 'maxi': '1'}, {'code': '1240900', 'maxi': '1'}]}, {'code': '10', 'maxi': '1', 'city': [{'code': '1020600', 'maxi': '1'}, {'code': '1044300', 'maxi': '1'}, {'code': '1020100', 'maxi': '1'}, {'code': '1020300', 'maxi': '1'}, {'code': '1020400', 'maxi': '1'}, {'code': '1020500', 'maxi': '1'}, {'code': '1020700', 'maxi': '1'}, {'code': '1020800', 'maxi': '1'}, {'code': '1052100', 'maxi': '1'}, {'code': '1052200', 'maxi': '1'}, {'code': '1052300', 'maxi': '1'}, {'code': '1052400', 'maxi': '1'}, {'code': '1052500', 'maxi': '1'}]}, {'code': '11', 'maxi': '1', 'city': [{'code': '1120200', 'maxi': '1'}, {'code': '1120600', 'maxi': '1'}, {'code': '1121000', 'maxi': '1'}, {'code': '1121200', 'maxi': '1'}, {'code': '1121600', 'maxi': '1'}, {'code': '1121800', 'maxi': '1'}, {'code': '1123200', 'maxi': '1'}, {'code': '1134100', 'maxi': '1'}, {'code': '1134200', 'maxi': '1'}, {'code': '1134900', 'maxi': '1'}, {'code': '1138100', 'maxi': '1'}, {'code': '1110100', 'maxi': '1'}, {'code': '1110200', 'maxi': '1'}, {'code': '1110400', 'maxi': '1'}, {'code': '1121400', 'maxi': '1'}, {'code': '1121900', 'maxi': '1'}, {'code': '1123300', 'maxi': '1'}, {'code': '1123700', 'maxi': '1'}, {'code': '1123800', 'maxi': '1'}, {'code': '1124000', 'maxi': '1'}, {'code': '1124600', 'maxi': '1'}, {'code': '1144200', 'maxi': '1'}, {'code': '1136300', 'maxi': '1'}]}, {'code': '13', 'maxi': '1', 'city': [{'code': '1310100', 'maxi': '1'}, {'code': '1311300', 'maxi': '1'}, {'code': '1311400', 'maxi': '1'}, {'code': '1312000', 'maxi': '1'}, {'code': '1312100', 'maxi': '1'}, {'code': '1312300', 'maxi': '1'}, {'code': '1320800', 'maxi': '1'}]}]",20230501050835_20230501050428_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Off the Coast of Ibaraki Prefecture
20230501050724,20230501050428,2023-05-01T05:07:00+09:00,震源に関する情報,発表,0,2023-05-01T05:04:00+09:00,茨城県沖,471,+36.4+140.8-50000/,4.2,,[],20230501050724_20230501050428_VXSE52_0.json,Earthquake Information,Off the Coast of Ibaraki Prefecture
20230501050558,20230501050428,2023-05-01T05:05:00+09:00,震度速報,発表,0,2023-05-01T05:04:00+09:00,,,,,3,"[{'code': '08', 'maxi': '3', 'city': []}]",20230501050558_20230501050428_VXSE51_0.json,Seismic Intensity Information,
